Team_Abbr,query_year,query_month,G,GS,SV,IP,H,R,ER,BB,SO,HR,HBP,AB,IBB,GDP,ERA,SO9,BB9
WAS,2019,8,86.0,0.0,7.0,86.66,86.0,56.0,55.0,31.0,90.0,22.0,4.0,335.0,3.0,7.0,5.7119778444495735,9.346872836372029,3.219478421417032
ARI,2019,9,114.0,1.0,11.0,104.01,97.0,49.0,46.0,39.0,112.0,20.0,3.0,401.0,0.0,8.0,3.9803865012979522,9.691375829247187,3.3746755119700027
ATH,2019,9,91.0,2.0,11.0,108.67,81.0,44.0,41.0,38.0,133.0,14.0,6.0,395.0,2.0,10.0,3.3956013619214134,11.014999539891415,3.147142725683261
ATL,2019,9,97.0,1.0,6.0,88.98,81.0,37.0,37.0,21.0,97.0,10.0,4.0,339.0,0.0,7.0,3.7424140256237353,9.811193526635199,2.124072825354012
BAL,2019,9,110.0,1.0,2.0,105.64999999999999,100.0,57.0,53.0,47.0,105.0,12.0,13.0,397.0,2.0,13.0,4.514907714150497,8.944628490298156,4.003786086133459
BOS,2019,9,147.0,4.0,7.0,134.99,124.0,77.0,69.0,78.0,150.0,17.0,6.0,509.0,2.0,9.0,4.600340765982665,10.00074079561449,5.200385213719534
CHC,2019,9,125.0,4.0,2.0,121.64999999999999,92.0,53.0,49.0,78.0,145.0,14.0,11.0,446.0,1.0,9.0,3.6251541307028363,10.727496917385944,5.770653514180025
CHW,2019,9,99.0,2.0,6.0,111.66,88.0,49.0,46.0,56.0,113.0,16.0,1.0,411.0,2.0,11.0,3.7076840408382594,9.10800644814616,4.513702310585707
CIN,2019,9,88.0,3.0,8.0,102.34,74.0,39.0,36.0,40.0,105.0,9.0,3.0,364.0,4.0,5.0,3.1659175298026185,9.233926128590971,3.5176861442251317
CLE,2019,9,93.0,1.0,5.0,86.66,85.0,51.0,49.0,35.0,102.0,19.0,4.0,337.0,1.0,6.0,5.088852988691438,10.5931225478883,3.634894991922456
COL,2019,9,125.0,0.0,7.0,108.67,104.0,72.0,65.0,56.0,101.0,24.0,9.0,411.0,4.0,11.0,5.383270451826631,8.364774086684458,4.637894543112175
DET,2019,9,103.0,1.0,5.0,116.01,124.0,66.0,63.0,53.0,129.0,15.0,5.0,455.0,4.0,13.0,4.887509697439876,10.007757951900697,4.111714507370054
HOU,2019,9,83.0,1.0,11.0,90.0,68.0,39.0,37.0,34.0,113.0,14.0,3.0,335.0,0.0,5.0,3.6999999999999997,11.3,3.4
KCR,2019,9,98.0,0.0,7.0,90.33,84.0,50.0,49.0,52.0,99.0,9.0,1.0,351.0,4.0,2.0,4.882098970441714,9.863832613749585,5.181002989040186
LAA,2019,9,120.0,6.0,4.0,138.00999999999996,118.0,78.0,73.0,65.0,123.0,21.0,11.0,508.0,2.0,16.0,4.760524599666692,8.02115788710963,4.238823273675822
LAD,2019,9,120.0,5.0,10.0,121.66,82.0,44.0,41.0,45.0,140.0,12.0,8.0,438.0,4.0,8.0,3.0330429064606284,10.356731875719218,3.3289495314811774
MIA,2019,9,115.0,0.0,5.0,98.64999999999999,89.0,55.0,51.0,51.0,96.0,12.0,8.0,372.0,10.0,8.0,4.652812975164725,8.758236188545363,4.652812975164725
MIL,2019,9,117.0,0.0,12.0,120.99,100.0,53.0,48.0,41.0,158.0,21.0,6.0,446.0,3.0,11.0,3.5705430200843047,11.753037441110836,3.0498388296553434
MIN,2019,9,109.0,4.0,10.0,120.01,119.0,64.0,60.0,43.0,146.0,19.0,5.0,463.0,3.0,7.0,4.499625031247396,10.94908757603533,3.224731272393967
NYM,2019,9,90.0,0.0,6.0,79.01,78.0,47.0,44.0,29.0,85.0,15.0,2.0,310.0,4.0,2.0,5.012023794456397,9.682318693836223,3.3033793190735348
NYY,2019,9,108.0,6.0,1.0,120.0,116.0,65.0,57.0,48.0,155.0,22.0,6.0,457.0,4.0,10.0,4.2749999999999995,11.625,3.6
PHI,2019,9,119.0,2.0,5.0,118.67,91.0,44.0,43.0,48.0,124.0,17.0,4.0,422.0,3.0,6.0,3.2611443498778123,9.404230218252296,3.640347181258953
PIT,2019,9,110.0,1.0,5.0,113.0,106.0,68.0,64.0,68.0,117.0,17.0,11.0,431.0,1.0,12.0,5.097345132743363,9.318584070796462,5.415929203539823
SDP,2019,9,102.0,1.0,2.0,106.02000000000001,90.0,57.0,56.0,32.0,111.0,15.0,8.0,400.0,2.0,4.0,4.753820033955857,9.422750424448216,2.7164685908319184
SEA,2019,9,107.0,1.0,6.0,119.0,89.0,64.0,63.0,47.0,118.0,15.0,7.0,434.0,1.0,9.0,4.764705882352941,8.92436974789916,3.5546218487394956
SFG,2019,9,123.0,0.0,7.0,106.67,84.0,45.0,39.0,50.0,110.0,10.0,5.0,393.0,3.0,12.0,3.290522171182151,9.280959970000938,4.218618168182244
STL,2019,9,111.0,1.0,11.0,105.00999999999999,102.0,65.0,58.0,50.0,110.0,17.0,7.0,407.0,4.0,8.0,4.970955147128845,9.427673554899535,4.28530616131797
TBR,2019,9,128.0,5.0,8.0,143.32999999999998,111.0,56.0,49.0,32.0,165.0,17.0,8.0,532.0,1.0,8.0,3.0768157399009284,10.360706062931698,2.0093490546291775
TEX,2019,9,105.0,8.0,5.0,128.32,141.0,100.0,91.0,70.0,136.0,29.0,6.0,506.0,2.0,11.0,6.3824812967581055,9.538653366583542,4.909600997506235
TOR,2019,9,117.0,4.0,6.0,130.00000000000003,121.0,77.0,69.0,49.0,129.0,18.0,13.0,499.0,1.0,6.0,4.776923076923076,8.93076923076923,3.392307692307692
WAS,2019,9,90.0,0.0,6.0,85.35000000000001,80.0,49.0,45.0,41.0,77.0,13.0,3.0,322.0,4.0,8.0,4.745166959578207,8.119507908611599,4.323374340949033
ARI,2020,7,29.0,0.0,2.0,27.68,22.0,15.0,15.0,22.0,34.0,4.0,0.0,99.0,3.0,3.0,4.877167630057803,11.054913294797688,7.1531791907514455
ATH,2020,7,27.0,0.0,2.0,33.010000000000005,27.0,10.0,9.0,11.0,33.0,1.0,0.0,123.0,2.0,2.0,2.453801878218721,8.997273553468645,2.9990911844895485
ATL,2020,7,27.0,0.0,3.0,33.330000000000005,35.0,15.0,14.0,7.0,39.0,4.0,1.0,133.0,0.0,1.0,3.78037803780378,10.531053105310528,1.89018901890189
BAL,2020,7,24.0,0.0,2.0,27.67,34.0,18.0,18.0,11.0,33.0,2.0,4.0,113.0,0.0,4.0,5.854716299241055,10.7336465486086,3.577882182869534
BOS,2020,7,29.0,1.0,2.0,39.669999999999995,42.0,21.0,21.0,13.0,46.0,7.0,6.0,156.0,0.0,3.0,4.764305520544492,10.436097806906984,2.9493319889084955
CHC,2020,7,25.0,0.0,1.0,21.669999999999995,23.0,24.0,23.0,20.0,25.0,9.0,4.0,85.0,0.0,3.0,9.552376557452703,10.383017997231196,8.306414397784959
CHW,2020,7,31.0,0.0,1.0,33.99999999999999,25.0,14.0,14.0,11.0,36.0,4.0,3.0,125.0,0.0,2.0,3.7058823529411775,9.529411764705884,2.9117647058823537
CIN,2020,7,23.0,0.0,,25.33,26.0,22.0,21.0,10.0,36.0,9.0,4.0,103.0,0.0,0.0,7.4615080931701545,12.791156731148837,3.553099091985788
CLE,2020,7,21.0,0.0,4.0,21.0,14.0,7.0,5.0,6.0,22.0,0.0,5.0,71.0,0.0,0.0,2.142857142857143,9.428571428571429,2.571428571428571
COL,2020,7,18.0,0.0,2.0,20.0,16.0,7.0,7.0,6.0,21.0,2.0,3.0,76.0,1.0,0.0,3.15,9.450000000000001,2.6999999999999997
DET,2020,7,32.0,0.0,4.0,33.66,24.0,18.0,18.0,10.0,26.0,5.0,4.0,123.0,0.0,2.0,4.812834224598931,6.951871657754012,2.6737967914438503
HOU,2020,7,25.0,0.0,2.0,33.67,28.0,13.0,8.0,19.0,32.0,1.0,2.0,126.0,1.0,4.0,2.1384021384021383,8.553608553608553,5.078705078705079
KCR,2020,7,36.0,0.0,2.0,38.68000000000001,26.0,13.0,13.0,18.0,36.0,7.0,4.0,136.0,1.0,6.0,3.024819027921406,8.376421923474663,4.188210961737331
LAA,2020,7,37.0,0.0,1.0,31.999999999999993,35.0,25.0,21.0,22.0,28.0,4.0,2.0,124.0,0.0,3.0,5.906250000000001,7.875000000000002,6.187500000000001
LAD,2020,7,39.0,0.0,2.0,39.33,23.0,10.0,5.0,17.0,36.0,0.0,2.0,134.0,2.0,6.0,1.1441647597254003,8.237986270022883,3.890160183066362
MIA,2020,7,13.0,0.0,1.0,13.0,14.0,7.0,7.0,10.0,6.0,3.0,0.0,53.0,0.0,2.0,4.846153846153846,4.153846153846154,6.923076923076923
MIL,2020,7,24.0,0.0,1.0,26.659999999999997,22.0,18.0,14.0,8.0,32.0,7.0,2.0,102.0,0.0,2.0,4.726181545386347,10.802700675168794,2.7006751687921984
MIN,2020,7,23.0,0.0,3.0,29.0,25.0,11.0,11.0,12.0,36.0,6.0,1.0,107.0,0.0,3.0,3.413793103448276,11.172413793103448,3.7241379310344827
NYM,2020,7,31.0,0.0,2.0,33.0,35.0,27.0,26.0,13.0,37.0,7.0,1.0,134.0,1.0,0.0,7.090909090909091,10.09090909090909,3.5454545454545454
NYY,2020,7,18.0,0.0,2.0,20.65,15.0,7.0,7.0,6.0,20.0,3.0,1.0,75.0,2.0,3.0,3.050847457627119,8.716707021791768,2.6150121065375305
PHI,2020,7,10.0,0.0,,11.66,14.0,8.0,8.0,5.0,9.0,2.0,1.0,49.0,0.0,0.0,6.174957118353344,6.946826758147513,3.8593481989708405
PIT,2020,7,27.0,0.0,1.0,29.660000000000004,34.0,21.0,16.0,17.0,33.0,1.0,2.0,117.0,2.0,3.0,4.85502360080917,10.013486176668913,5.158462575859742
SDP,2020,7,33.0,0.0,2.0,31.669999999999995,31.0,20.0,19.0,13.0,28.0,5.0,1.0,121.0,0.0,3.0,5.399431638774867,7.957057151878751,3.6943479633722776
SEA,2020,7,29.0,0.0,3.0,33.33,32.0,24.0,24.0,17.0,26.0,8.0,3.0,128.0,0.0,2.0,6.480648064806481,7.020702070207021,4.59045904590459
SFG,2020,7,33.0,0.0,2.0,33.67,29.0,25.0,20.0,14.0,30.0,4.0,5.0,133.0,0.0,1.0,5.346005346005346,8.01900801900802,3.742203742203742
STL,2020,7,16.0,0.0,1.0,18.01,6.0,3.0,2.0,3.0,12.0,0.0,0.0,59.0,0.0,1.0,0.9994447529150471,5.996668517490283,1.4991671293725708
TBR,2020,7,30.0,0.0,2.0,36.35,36.0,19.0,14.0,14.0,45.0,3.0,0.0,144.0,0.0,3.0,3.466299862448418,11.141678129298485,3.466299862448418
TEX,2020,7,22.0,0.0,2.0,24.33,21.0,14.0,14.0,13.0,26.0,2.0,2.0,88.0,0.0,1.0,5.178791615289766,9.617755856966708,4.808877928483354
TOR,2020,7,29.0,0.0,2.0,29.0,21.0,15.0,12.0,17.0,30.0,1.0,0.0,105.0,0.0,1.0,3.7241379310344827,9.310344827586208,5.275862068965517
WAS,2020,7,24.0,0.0,1.0,23.999999999999993,15.0,6.0,4.0,8.0,25.0,3.0,0.0,87.0,1.0,3.0,1.5000000000000004,9.375000000000004,3.000000000000001
ARI,2020,8,97.0,5.0,4.0,125.34,127.0,73.0,70.0,54.0,131.0,24.0,9.0,490.0,9.0,11.0,5.026328386787937,9.406414552417424,3.877453326950694
ATH,2020,8,86.0,0.0,11.0,101.99,72.0,20.0,19.0,33.0,109.0,8.0,2.0,370.0,3.0,5.0,1.6766349642121778,9.61859005784881,2.912050201000098
ATL,2020,8,94.0,3.0,5.0,117.34,100.0,48.0,42.0,43.0,111.0,13.0,9.0,432.0,4.0,12.0,3.221407874552582,8.513720811317539,3.2981080620419294
BAL,2020,8,108.0,4.0,6.0,147.68999999999997,107.0,70.0,58.0,66.0,148.0,15.0,9.0,531.0,2.0,10.0,3.5344302254722737,9.01889092017063,4.021937842778795
BOS,2020,8,94.0,3.0,3.0,116.99,126.0,77.0,71.0,58.0,126.0,18.0,3.0,460.0,1.0,15.0,5.462005299598257,9.69313616548423,4.461919822207027
CHC,2020,8,82.0,1.0,9.0,92.01,79.0,48.0,47.0,44.0,108.0,12.0,3.0,347.0,1.0,8.0,4.597326377567655,10.56406912292142,4.30388001304206
CHW,2020,8,98.0,2.0,7.0,101.66,93.0,50.0,47.0,37.0,108.0,13.0,5.0,387.0,2.0,8.0,4.160928585481016,9.561282707062759,3.2756246311233523
CIN,2020,8,78.0,2.0,4.0,90.68,61.0,51.0,45.0,52.0,112.0,15.0,4.0,324.0,3.0,7.0,4.466254962505514,11.116012351124834,5.161005734450816
CLE,2020,8,82.0,0.0,9.0,83.66,62.0,29.0,27.0,26.0,97.0,8.0,7.0,297.0,3.0,11.0,2.90461391345924,10.435094429835047,2.797035620368157
COL,2020,8,89.0,0.0,9.0,91.33,112.0,77.0,69.0,37.0,77.0,13.0,8.0,360.0,2.0,16.0,6.799518230592358,7.587868170371182,3.6461184714770614
DET,2020,8,97.0,3.0,3.0,121.0,117.0,65.0,64.0,37.0,104.0,20.0,8.0,468.0,1.0,8.0,4.760330578512397,7.735537190082645,2.7520661157024793
HOU,2020,8,86.0,1.0,7.0,88.67,91.0,60.0,56.0,61.0,96.0,14.0,4.0,345.0,6.0,4.0,5.683996842223976,9.743994586669674,6.191496560279688
KCR,2020,8,100.0,1.0,3.0,96.02000000000001,101.0,53.0,41.0,51.0,105.0,12.0,9.0,379.0,3.0,12.0,3.842949385544678,9.841699645907102,4.780254113726306
LAA,2020,8,102.0,1.0,4.0,114.69000000000001,98.0,58.0,51.0,43.0,115.0,12.0,4.0,428.0,4.0,4.0,4.002092597436568,9.024326445200103,3.374313366466126
LAD,2020,8,108.0,1.0,8.0,112.01,79.0,33.0,29.0,30.0,111.0,10.0,5.0,398.0,1.0,11.0,2.330149093830908,8.918846531559682,2.410499062583698
MIA,2020,8,108.0,1.0,10.0,110.34,103.0,63.0,59.0,54.0,83.0,19.0,11.0,412.0,4.0,15.0,4.8123980424143555,6.769983686786296,4.404567699836868
MIL,2020,8,84.0,1.0,8.0,102.34,84.0,53.0,47.0,51.0,140.0,14.0,7.0,382.0,1.0,8.0,4.13328121946453,12.311901504787961,4.485049833887043
MIN,2020,8,103.0,7.0,8.0,134.0,125.0,63.0,57.0,49.0,147.0,21.0,6.0,509.0,0.0,8.0,3.828358208955224,9.873134328358208,3.291044776119403
NYM,2020,8,84.0,2.0,4.0,98.66,82.0,46.0,39.0,53.0,112.0,11.0,8.0,365.0,4.0,11.0,3.557672815730793,10.216906547739713,4.834786134198256
NYY,2020,8,73.0,2.0,7.0,85.01,80.0,50.0,45.0,41.0,96.0,11.0,5.0,335.0,2.0,4.0,4.764145394659452,10.163510175273496,4.340665804023056
PHI,2020,8,106.0,0.0,8.0,100.34,142.0,87.0,78.0,45.0,111.0,24.0,3.0,429.0,4.0,6.0,6.996212876220849,9.956149093083514,4.036276659358182
PIT,2020,8,93.0,1.0,3.0,107.67,90.0,64.0,57.0,55.0,114.0,16.0,10.0,401.0,1.0,9.0,4.764558372805795,9.52911674561159,4.597380886040679
SDP,2020,8,115.0,3.0,13.0,131.0,127.0,76.0,72.0,57.0,149.0,18.0,11.0,508.0,2.0,8.0,4.9465648854961835,10.236641221374047,3.9160305343511452
SEA,2020,8,90.0,1.0,6.0,94.67,94.0,75.0,73.0,68.0,105.0,19.0,15.0,365.0,2.0,10.0,6.939896482518221,9.98204288581388,6.4645611070032745
SFG,2020,8,109.0,0.0,5.0,99.99,93.0,60.0,55.0,49.0,78.0,20.0,6.0,373.0,1.0,13.0,4.9504950495049505,7.020702070207021,4.41044104410441
STL,2020,8,66.0,2.0,4.0,79.33,66.0,50.0,42.0,44.0,88.0,15.0,5.0,290.0,2.0,5.0,4.764906088491113,9.983612756838522,4.991806378419261
TBR,2020,8,116.0,6.0,13.0,144.33000000000004,132.0,71.0,62.0,51.0,135.0,19.0,9.0,542.0,1.0,18.0,3.8661400956142162,8.418208272708373,3.1802120141342747
TEX,2020,8,98.0,0.0,6.0,98.32,83.0,60.0,54.0,60.0,114.0,14.0,5.0,369.0,2.0,7.0,4.9430431244914566,10.4353132628153,5.492270138323841
TOR,2020,8,107.0,1.0,6.0,124.00999999999999,99.0,53.0,42.0,57.0,137.0,9.0,3.0,447.0,6.0,8.0,3.048141278929119,9.942746552697363,4.136763164260947
WAS,2020,8,93.0,2.0,5.0,107.66,116.0,65.0,64.0,48.0,104.0,16.0,7.0,432.0,5.0,7.0,5.350176481515883,8.69403678246331,4.012632361136912
ARI,2020,9,76.0,0.0,7.0,84.0,77.0,41.0,34.0,43.0,78.0,9.0,3.0,317.0,4.0,13.0,3.642857142857143,8.357142857142858,4.607142857142857
ATH,2020,9,66.0,0.0,4.0,69.34,55.0,34.0,30.0,30.0,81.0,12.0,1.0,256.0,1.0,5.0,3.8938563599653877,10.513412171906547,3.8938563599653877
ATL,2020,9,106.0,4.0,5.0,135.32999999999998,125.0,63.0,57.0,55.0,139.0,14.0,6.0,514.0,7.0,11.0,3.7907337619153183,9.24407005098648,3.6577255597428513
BAL,2020,9,81.0,3.0,3.0,101.01,99.0,55.0,46.0,41.0,84.0,14.0,7.0,390.0,0.0,7.0,4.098604098604098,7.484407484407484,3.6531036531036527
BOS,2020,9,98.0,5.0,7.0,118.0,150.0,98.0,86.0,64.0,132.0,27.0,8.0,499.0,3.0,6.0,6.5593220338983045,10.067796610169491,4.88135593220339
CHC,2020,9,78.0,0.0,6.0,75.0,56.0,32.0,26.0,32.0,85.0,8.0,1.0,266.0,4.0,7.0,3.12,10.2,3.8400000000000003
CHW,2020,9,95.0,0.0,5.0,102.67,86.0,46.0,39.0,43.0,105.0,11.0,5.0,391.0,3.0,4.0,3.418720171423006,9.20424661536963,3.769358137722801
CIN,2020,9,69.0,4.0,5.0,94.33,80.0,38.0,35.0,39.0,109.0,11.0,6.0,348.0,2.0,9.0,3.3393406127425,10.399660765398071,3.7209795399130714
CLE,2020,9,76.0,2.0,6.0,79.67,79.0,50.0,42.0,29.0,98.0,11.0,6.0,309.0,5.0,6.0,4.744571356846993,11.070666499309652,3.2760135559181625
COL,2020,9,80.0,1.0,5.0,87.34,121.0,88.0,83.0,49.0,72.0,23.0,12.0,366.0,2.0,9.0,8.552782230364095,7.4192809709182495,5.049232882986032
DET,2020,9,91.0,1.0,4.0,105.01,118.0,64.0,62.0,47.0,102.0,20.0,7.0,416.0,0.0,6.0,5.313779640034282,8.742024569088658,4.028187791638891
HOU,2020,9,83.0,2.0,7.0,93.02000000000001,87.0,52.0,47.0,45.0,97.0,13.0,6.0,353.0,0.0,5.0,4.547409159320575,9.385078477746719,4.35390238658353
KCR,2020,9,83.0,2.0,8.0,92.99,92.0,47.0,47.0,31.0,111.0,11.0,2.0,352.0,1.0,7.0,4.5488762232498114,10.743090654909132,3.0003226153349827
LAA,2020,9,89.0,1.0,7.0,104.30999999999999,85.0,59.0,58.0,30.0,118.0,20.0,3.0,394.0,2.0,4.0,5.004314063848145,10.18119068162209,2.588438308886972
LAD,2020,9,104.0,5.0,5.0,98.01,94.0,54.0,47.0,24.0,100.0,12.0,9.0,386.0,1.0,3.0,4.315886134067952,9.182736455463727,2.203856749311295
MIA,2020,9,94.0,0.0,7.0,103.0,119.0,82.0,75.0,53.0,97.0,20.0,3.0,410.0,8.0,14.0,6.553398058252427,8.475728155339805,4.631067961165049
MIL,2020,9,73.0,0.0,5.0,83.0,64.0,41.0,39.0,31.0,111.0,12.0,5.0,307.0,0.0,4.0,4.228915662650603,12.036144578313253,3.36144578313253
MIN,2020,9,84.0,1.0,6.0,87.0,76.0,36.0,31.0,30.0,102.0,7.0,3.0,331.0,0.0,3.0,3.206896551724138,10.551724137931034,3.1034482758620694
NYM,2020,9,78.0,1.0,5.0,93.0,87.0,59.0,55.0,65.0,115.0,16.0,7.0,359.0,2.0,5.0,5.322580645161291,11.129032258064516,6.290322580645162
NYY,2020,9,78.0,1.0,4.0,92.01,82.0,55.0,47.0,42.0,88.0,15.0,7.0,351.0,1.0,4.0,4.597326377567655,8.60776002608412,4.108249103358331
PHI,2020,9,86.0,3.0,6.0,88.34,108.0,73.0,69.0,40.0,100.0,19.0,8.0,363.0,3.0,7.0,7.029658139008377,10.187910346388952,4.07516413855558
PIT,2020,9,86.0,0.0,2.0,92.02000000000001,79.0,49.0,40.0,41.0,109.0,10.0,5.0,350.0,0.0,6.0,3.912193001521408,10.660725929145837,4.009997826559443
SDP,2020,9,87.0,5.0,4.0,103.67,84.0,41.0,38.0,35.0,130.0,14.0,4.0,380.0,0.0,10.0,3.298929294877978,11.285810745635189,3.038487508440243
SEA,2020,9,69.0,0.0,6.0,80.33,87.0,52.0,47.0,36.0,62.0,13.0,5.0,314.0,2.0,6.0,5.265778663015063,6.946346321424126,4.03336238018175
SFG,2020,9,89.0,3.0,6.0,89.66,74.0,41.0,36.0,35.0,92.0,8.0,6.0,330.0,0.0,3.0,3.613651572607629,9.234887352219497,3.513272362257417
STL,2020,9,92.0,0.0,8.0,97.0,73.0,42.0,39.0,50.0,108.0,13.0,7.0,353.0,1.0,9.0,3.618556701030928,10.02061855670103,4.639175257731958
TBR,2020,9,78.0,4.0,8.0,91.34,67.0,28.0,25.0,27.0,86.0,7.0,6.0,331.0,2.0,9.0,2.463323844974819,8.473834026713378,2.660389752572805
TEX,2020,9,84.0,5.0,2.0,98.66,91.0,54.0,49.0,42.0,88.0,16.0,8.0,380.0,0.0,7.0,4.4698966146361245,8.027569430366917,3.8313399554023926
TOR,2020,9,96.0,7.0,9.0,134.69,162.0,113.0,104.0,80.0,121.0,29.0,6.0,554.0,1.0,10.0,6.949290964436855,8.085232756700572,5.3456084341821954
WAS,2020,9,85.0,0.0,6.0,82.01,74.0,54.0,49.0,54.0,95.0,16.0,4.0,313.0,8.0,9.0,5.377393000853554,10.425557858797706,5.926106572369223
ARI,2021,4,91.0,3.0,4.0,107.01,107.0,61.0,52.0,43.0,100.0,17.0,2.0,412.0,5.0,10.0,4.373423044575273,8.410428931875526,3.6164844407064756
ATH,2021,4,89.0,0.0,6.0,91.32,82.0,45.0,38.0,37.0,87.0,9.0,4.0,347.0,3.0,8.0,3.7450722733245736,8.574244415243102,3.6465177398160318
ATL,2021,4,92.0,0.0,6.0,91.67,86.0,52.0,49.0,51.0,102.0,11.0,5.0,353.0,5.0,4.0,4.810734155121632,10.014181302498091,5.007090651249046
BAL,2021,4,93.0,1.0,7.0,104.35000000000001,82.0,41.0,36.0,45.0,104.0,11.0,7.0,383.0,1.0,5.0,3.1049353138476277,8.969813128893147,3.881169142309535
BOS,2021,4,86.0,0.0,7.0,97.99,74.0,39.0,34.0,44.0,118.0,7.0,4.0,356.0,0.0,6.0,3.122767629349934,10.837840595979182,4.041228696805796
CHC,2021,4,105.0,1.0,5.0,109.67,88.0,51.0,47.0,65.0,130.0,12.0,15.0,405.0,2.0,10.0,3.8570256223215096,10.668368742591412,5.334184371295706
CHW,2021,4,75.0,2.0,5.0,88.0,84.0,48.0,42.0,31.0,110.0,13.0,3.0,338.0,3.0,6.0,4.295454545454546,11.25,3.170454545454546
CIN,2021,4,89.0,2.0,5.0,103.67,89.0,74.0,70.0,66.0,121.0,19.0,9.0,388.0,5.0,7.0,6.076975016880486,10.504485386321983,5.729719301630173
CLE,2021,4,72.0,0.0,8.0,79.0,59.0,28.0,23.0,30.0,87.0,12.0,5.0,293.0,1.0,3.0,2.620253164556962,9.911392405063292,3.417721518987342
COL,2021,4,86.0,0.0,3.0,85.35000000000001,96.0,54.0,48.0,40.0,85.0,14.0,5.0,340.0,1.0,8.0,5.061511423550087,8.963093145869946,4.21792618629174
DET,2021,4,81.0,4.0,5.0,97.68,105.0,73.0,72.0,52.0,102.0,21.0,0.0,395.0,0.0,5.0,6.6339066339066335,9.398034398034397,4.791154791154791
HOU,2021,4,75.0,0.0,5.0,91.0,79.0,45.0,42.0,34.0,95.0,14.0,6.0,340.0,2.0,7.0,4.153846153846154,9.395604395604396,3.3626373626373627
KCR,2021,4,85.0,1.0,9.0,95.64999999999999,80.0,49.0,47.0,49.0,92.0,11.0,3.0,349.0,1.0,9.0,4.422373235755359,8.656560376372191,4.610559330893884
LAA,2021,4,84.0,0.0,5.0,99.33,98.0,53.0,47.0,37.0,98.0,9.0,5.0,389.0,1.0,7.0,4.25853216550891,8.879492600422832,3.3524614919963756
LAD,2021,4,84.0,0.0,9.0,80.34,70.0,39.0,33.0,43.0,83.0,6.0,4.0,302.0,3.0,6.0,3.696788648244959,9.29798356982823,4.817027632561613
MIA,2021,4,100.0,1.0,4.0,99.32,82.0,51.0,44.0,29.0,95.0,14.0,11.0,367.0,3.0,6.0,3.987112364075715,8.608538058799839,2.627869512686267
MIL,2021,4,88.0,0.0,8.0,97.68,82.0,51.0,47.0,48.0,106.0,17.0,9.0,366.0,2.0,8.0,4.33046683046683,9.766584766584765,4.422604422604422
MIN,2021,4,71.0,0.0,4.0,81.33,74.0,53.0,42.0,31.0,93.0,12.0,8.0,309.0,3.0,9.0,4.64773146440428,10.291405385466618,3.430468461822206
NYM,2021,4,60.0,0.0,2.0,62.31999999999999,51.0,33.0,25.0,28.0,80.0,3.0,6.0,230.0,2.0,5.0,3.6103979460847246,11.553273427471117,4.043645699614891
NYY,2021,4,79.0,1.0,6.0,104.33,67.0,35.0,28.0,34.0,126.0,8.0,6.0,367.0,1.0,6.0,2.4154126329914694,10.869356848461612,2.9330010543467844
PHI,2021,4,80.0,2.0,7.0,90.33,85.0,49.0,45.0,35.0,100.0,18.0,6.0,349.0,4.0,11.0,4.483560278977084,9.963467286615742,3.4872135503155097
PIT,2021,4,89.0,0.0,4.0,97.67,71.0,42.0,38.0,31.0,106.0,11.0,6.0,353.0,0.0,12.0,3.501586976553701,9.76758472407085,2.85655779666223
SDP,2021,4,105.0,0.0,10.0,111.0,96.0,49.0,39.0,35.0,138.0,16.0,10.0,418.0,5.0,11.0,3.1621621621621623,11.18918918918919,2.8378378378378377
SEA,2021,4,78.0,0.0,8.0,91.01,57.0,26.0,21.0,34.0,79.0,3.0,8.0,316.0,1.0,9.0,2.0766948686957476,7.812328315569717,3.362267882650258
SFG,2021,4,87.0,0.0,11.0,78.66,63.0,44.0,37.0,35.0,83.0,14.0,5.0,291.0,0.0,6.0,4.233409610983982,9.496567505720824,4.004576659038902
STL,2021,4,87.0,2.0,7.0,95.32,72.0,50.0,49.0,60.0,99.0,8.0,10.0,347.0,2.0,4.0,4.626521191775074,9.347461183382292,5.665127989928662
TBR,2021,4,76.0,1.0,9.0,93.33,90.0,54.0,47.0,32.0,87.0,11.0,4.0,349.0,3.0,11.0,4.532304725168756,8.389585342333655,3.085824493731919
TEX,2021,4,77.0,0.0,5.0,106.34,103.0,57.0,52.0,33.0,107.0,17.0,7.0,411.0,1.0,7.0,4.400977995110024,9.05585856686101,2.7929283430505927
TOR,2021,4,90.0,5.0,6.0,106.64999999999999,81.0,37.0,32.0,35.0,109.0,12.0,9.0,389.0,0.0,11.0,2.7004219409282704,9.19831223628692,2.9535864978902957
WAS,2021,4,77.0,1.0,3.0,82.99,64.0,35.0,34.0,37.0,76.0,12.0,6.0,303.0,4.0,2.0,3.6871912278587784,8.241956862272563,4.012531630316906
ARI,2021,5,97.0,3.0,2.0,112.99,144.0,78.0,70.0,41.0,97.0,17.0,6.0,473.0,7.0,8.0,5.575714665014603,7.726347464377379,3.2657757323656966
ATH,2021,5,81.0,0.0,8.0,92.0,81.0,47.0,41.0,34.0,76.0,5.0,1.0,344.0,2.0,8.0,4.010869565217391,7.434782608695652,3.326086956521739
ATL,2021,5,92.0,0.0,4.0,86.97999999999999,88.0,56.0,45.0,34.0,96.0,12.0,4.0,340.0,1.0,6.0,4.656242814440102,9.933318004138883,3.518050126465855
