#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,top100,top20,Top50_Indicator
137,2022,Canaan Smith-Njigba,PIT,3,7,0,1,0,0,0.143,0.0,0.2,0.2,0.2,0.429,0.4,0.381,0.401,145.0,0.0,0.4,-1.1,-0.1,,,0
138,2022,Luis Campusano,SDP,16,50,1,4,5,0,0.02,0.22,0.083,0.297,0.25,0.26,0.333,0.257,0.258,67.0,0.0,-1.9,-0.3,-0.1,1.0,,1
139,2022,Símon Muzziotti,PHI,9,9,0,0,0,0,0.0,0.222,0.0,0.2,0.143,0.25,0.143,0.201,0.235,24.0,0.0,-0.8,0.0,-0.1,,,0
140,2022,Jonah Bride,OAK,58,187,1,17,6,1,0.102,0.171,0.043,0.246,0.204,0.301,0.247,0.257,0.282,68.0,-0.1,-6.8,0.4,-0.1,,,0
141,2022,Narciso Crook,CHC,4,9,0,1,2,0,0.0,0.333,0.125,0.333,0.25,0.222,0.375,0.238,0.254,53.0,-0.1,-0.6,-0.3,-0.1,,,0
142,2022,Jordan Groshans,MIA,17,65,1,9,2,0,0.062,0.2,0.049,0.319,0.262,0.308,0.311,0.278,0.263,75.0,-0.2,-2.1,-0.7,-0.1,1.0,,0
143,2022,Josh Smith,TEX,73,253,2,23,16,4,0.111,0.198,0.052,0.244,0.197,0.307,0.249,0.262,0.296,68.0,0.3,-9.0,0.3,-0.1,,,0
144,2022,Yainer Diaz,HOU,6,9,0,0,1,0,0.111,0.222,0.125,0.167,0.125,0.222,0.25,0.217,0.295,37.0,0.0,-0.7,-0.3,-0.1,,,0
145,2022,Carlos Pérez,CHW,7,18,0,0,2,0,0.0,0.111,0.111,0.25,0.222,0.222,0.333,0.238,0.234,50.0,0.0,-1.0,-0.3,-0.1,,,0
146,2022,Travis Blankenhorn,NYM,1,3,0,0,0,0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.037,-100.0,0.0,-0.7,-0.1,-0.1,,,0
147,2022,Ford Proctor,SFG,7,22,1,3,6,0,0.091,0.136,0.167,0.063,0.111,0.182,0.278,0.197,0.302,24.0,0.0,-2.0,0.4,-0.1,,,0
148,2022,Ronnie Dawson,CIN,1,3,0,0,0,0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.107,-100.0,0.0,-0.8,-0.1,-0.1,,,0
149,2022,Cody Thomas,OAK,10,32,0,1,0,0,0.063,0.375,0.0,0.444,0.267,0.313,0.267,0.264,0.247,73.0,-0.1,-1.0,-0.8,-0.1,,,0
150,2022,Spencer Steer,CIN,28,108,2,12,8,0,0.102,0.241,0.116,0.269,0.211,0.306,0.326,0.287,0.281,77.0,-0.3,-3.3,-1.3,-0.1,,,1
151,2022,Kramer Robertson,STL,2,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,-100.0,0.0,-0.2,-0.6,-0.1,,,0
152,2022,Michael Stefanic,LAA,25,69,0,5,0,0,0.072,0.174,0.033,0.245,0.197,0.279,0.23,0.239,0.266,50.0,-0.1,-4.0,0.8,-0.1,,,0
153,2022,Jarren Duran,BOS,58,223,3,23,17,7,0.063,0.283,0.142,0.302,0.221,0.283,0.363,0.284,0.286,77.0,2.2,-3.5,-4.6,-0.1,,,0
154,2022,Austin Allen,OAK,5,16,0,1,0,0,0.063,0.563,0.0,0.2,0.071,0.188,0.071,0.143,0.153,-12.0,-0.3,-2.3,0.8,-0.1,,,0
155,2022,Bryan Lavastida,CLE,6,15,0,0,0,0,0.2,0.267,0.0,0.125,0.083,0.267,0.083,0.197,0.221,23.0,0.0,-1.3,-0.2,-0.1,,,0
156,2022,Jerar Encarnacion,MIA,23,81,3,7,14,2,0.037,0.395,0.156,0.256,0.182,0.21,0.338,0.236,0.228,46.0,0.7,-4.4,0.6,-0.1,,,0
157,2022,Freddy Fermin,KCR,3,7,0,1,0,0,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.025,-100.0,-0.4,-2.1,0.9,-0.1,,,0
158,2022,Josh Lester,DET,2,5,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.187,-100.0,0.0,-1.2,0.0,-0.1,,,0
159,2022,Sebastián Rivero,KCR,17,29,0,2,1,0,0.069,0.345,0.0,0.25,0.154,0.214,0.154,0.175,0.221,2.0,0.0,-3.2,1.2,-0.1,,,0
160,2022,Alfonso Rivas III,CHC,101,287,3,27,25,6,0.101,0.303,0.072,0.344,0.235,0.322,0.307,0.285,0.284,85.0,1.4,-3.7,-7.3,-0.1,,,0
161,2022,Brett Baty,NYM,11,42,2,4,5,0,0.048,0.19,0.158,0.179,0.184,0.244,0.342,0.26,0.332,69.0,-0.9,-2.4,-0.2,-0.1,1.0,,1
162,2022,Nick Plummer,NYM,14,31,2,4,6,0,0.032,0.387,0.241,0.133,0.138,0.194,0.379,0.248,0.28,61.0,0.1,-1.3,-0.9,-0.1,,,0
163,2022,Brewer Hicklen,KCR,6,4,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-0.2,-1.2,-0.1,-0.1,,,0
164,2022,Steele Walker,TEX,5,16,1,1,1,0,0.125,0.25,0.214,0.0,0.071,0.188,0.286,0.216,0.317,35.0,0.0,-1.2,-0.6,-0.1,,,0
165,2022,Brendon Davis,DET,3,11,0,2,0,1,0.091,0.273,0.0,0.286,0.2,0.273,0.2,0.223,0.311,42.0,0.3,-0.5,-1.2,-0.1,,,0
166,2022,Luis Liberato,SDP,7,5,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.006,-100.0,0.0,-1.2,-0.3,-0.1,,,0
167,2022,Ezequiel Tovar,COL,9,35,1,2,2,0,0.057,0.257,0.121,0.261,0.212,0.257,0.333,0.261,0.3,52.0,-0.1,-2.0,-0.6,-0.2,,,1
168,2022,Travis Swaggerty,PIT,5,9,0,0,0,0,0.0,0.444,0.0,0.2,0.111,0.111,0.111,0.098,0.056,-48.0,0.0,-1.6,-0.2,-0.2,1.0,,0
169,2022,Bryce Johnson,SFG,11,19,0,1,2,0,0.053,0.368,0.0,0.182,0.111,0.158,0.111,0.129,0.183,-22.0,0.0,-2.7,0.6,-0.2,,,0
170,2022,Michael Toglia,COL,31,120,2,10,12,1,0.075,0.367,0.162,0.338,0.216,0.275,0.378,0.285,0.261,69.0,-0.4,-4.7,-1.0,-0.2,,,0
171,2022,Mark Payton,CHW,8,25,0,3,1,0,0.16,0.16,0.0,0.176,0.143,0.28,0.143,0.216,0.236,35.0,0.1,-1.7,-0.6,-0.2,,,0
172,2022,Caleb Hamilton,MIN,22,23,1,5,1,0,0.174,0.609,0.167,0.0,0.056,0.227,0.222,0.219,0.222,38.0,-0.1,-1.7,-0.6,-0.2,,,0
173,2022,Nick Pratto,KCR,49,182,7,18,20,0,0.104,0.363,0.203,0.25,0.184,0.271,0.386,0.287,0.267,81.0,-0.4,-4.4,-2.9,-0.2,,,0
174,2022,Cal Stevenson,OAK,23,71,0,5,1,1,0.113,0.324,0.05,0.263,0.167,0.261,0.217,0.224,0.277,45.0,0.1,-4.3,0.5,-0.2,,,0
175,2022,Gabriel Arias,CLE,16,57,1,9,5,1,0.14,0.281,0.128,0.267,0.191,0.321,0.319,0.294,0.29,92.0,0.3,-0.2,-3.3,-0.2,,,0
176,2022,Diego A. Castillo,PIT,96,283,11,28,29,1,0.049,0.265,0.176,0.239,0.206,0.251,0.382,0.272,0.292,71.0,-0.3,-9.8,-1.6,-0.2,,,0
177,2022,Tucupita Marcano,PIT,49,177,2,18,13,2,0.056,0.249,0.1,0.27,0.206,0.256,0.306,0.249,0.21,55.0,0.3,-9.0,1.2,-0.2,,,0
178,2022,José Godoy,2 Tms,10,22,0,3,1,0,0.091,0.409,0.0,0.091,0.05,0.136,0.05,0.103,0.158,-44.0,0.0,-3.7,1.2,-0.2,,,0
179,2022,J.J. Matijevic,HOU,32,71,2,7,5,1,0.028,0.352,0.119,0.3,0.209,0.254,0.328,0.258,0.259,66.0,0.1,-2.6,-1.4,-0.2,,,0
180,2022,Miles Mastrobuoni,TBR,8,17,0,1,0,1,0.059,0.353,0.0,0.3,0.188,0.235,0.188,0.196,0.191,25.0,0.2,-1.2,-1.1,-0.2,,,0
181,2022,Aaron Whitefield,LAA,5,11,0,0,0,0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.189,-100.0,0.0,-2.7,0.6,-0.2,,,0
182,2022,Ryan Aguilar,LAA,7,26,0,2,2,0,0.077,0.538,0.045,0.333,0.136,0.231,0.182,0.197,0.204,20.0,-0.8,-3.1,0.5,-0.2,,,0
183,2022,Jonathan Aranda,TBR,32,87,2,10,6,0,0.092,0.264,0.128,0.245,0.192,0.276,0.321,0.264,0.279,73.0,0.4,-2.2,-2.4,-0.2,,,0
184,2022,Chris Okey,CIN,7,13,0,3,0,0,0.0,0.385,0.0,0.286,0.167,0.231,0.167,0.191,0.2,12.0,0.0,-1.4,-1.0,-0.2,,,0
185,2022,Drew Ellis,2 Tms,7,17,0,2,1,0,0.059,0.412,0.063,0.333,0.188,0.235,0.25,0.219,0.205,37.0,-0.1,-1.3,-1.3,-0.2,,,0
186,2022,Christian Lopes,OAK,4,10,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.1,0.0,0.069,0.222,-65.0,0.0,-1.9,-0.5,-0.2,,,0
187,2022,Elier Hernandez,TEX,14,35,0,4,3,0,0.029,0.429,0.061,0.316,0.182,0.2,0.242,0.193,0.183,19.0,-0.1,-3.3,0.1,-0.2,,,0
188,2022,Israel Pineda,WSN,4,14,0,1,0,0,0.071,0.5,0.0,0.167,0.077,0.143,0.077,0.112,0.131,-36.0,0.0,-2.2,-0.4,-0.2,,,0
189,2022,Rylan Bannon,2 Tms,5,15,0,0,0,0,0.0,0.333,0.0,0.222,0.143,0.2,0.143,0.166,0.173,2.0,0.0,-1.7,-0.9,-0.2,,,0
190,2022,Joshua Palacios,WSN,29,49,0,8,2,1,0.02,0.306,0.043,0.313,0.213,0.245,0.255,0.225,0.221,41.0,0.3,-3.0,-0.8,-0.2,,,0
191,2022,Mark Vientos,NYM,16,41,1,3,3,0,0.122,0.293,0.111,0.217,0.167,0.268,0.278,0.252,0.28,63.0,-0.2,-2.0,-1.6,-0.2,,,0
192,2022,Bo Naylor,CLE,5,8,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.082,-100.0,0.0,-1.9,-0.5,-0.2,,,1
193,2022,Alec Burleson,STL,16,53,1,4,3,1,0.094,0.17,0.083,0.211,0.188,0.264,0.271,0.245,0.325,56.0,0.1,-2.6,-1.6,-0.2,,,0
194,2022,Estevan Florial,NYY,17,35,0,4,1,2,0.086,0.371,0.0,0.167,0.097,0.2,0.097,0.155,0.235,-8.0,0.4,-3.9,0.4,-0.2,1.0,,0
195,2022,Iván Herrera,STL,11,22,0,0,1,0,0.091,0.364,0.0,0.182,0.111,0.19,0.111,0.15,0.167,-9.0,0.0,-2.8,-0.3,-0.2,,,1
196,2022,Jose Herrera,ARI,47,124,0,9,5,0,0.073,0.274,0.018,0.273,0.189,0.25,0.207,0.213,0.186,31.0,-0.3,-10.3,3.4,-0.3,,,0
197,2022,Jordan Diaz,OAK,15,51,0,3,1,0,0.039,0.137,0.061,0.31,0.265,0.294,0.327,0.275,0.229,80.0,0.0,-1.1,-3.2,-0.3,,,0
198,2022,Vimael Machín,OAK,73,253,1,26,13,1,0.099,0.186,0.067,0.27,0.22,0.3,0.287,0.268,0.301,76.0,-1.7,-8.7,-2.1,-0.3,,,0
199,2022,Zach Reks,TEX,16,34,0,3,3,0,0.0,0.294,0.029,0.375,0.265,0.265,0.294,0.245,0.231,56.0,-0.5,-2.2,-1.7,-0.3,,,0
200,2022,Kody Clemens,DET,57,127,5,13,17,1,0.063,0.26,0.162,0.148,0.145,0.197,0.308,0.22,0.252,39.0,0.6,-8.1,1.2,-0.3,,,0
201,2022,Peyton Burdick,MIA,32,102,4,8,11,1,0.078,0.343,0.174,0.283,0.207,0.284,0.38,0.294,0.296,86.0,-0.1,-1.8,-4.6,-0.3,,,0
202,2022,JJ Bleday,MIA,65,238,5,21,16,4,0.126,0.282,0.142,0.216,0.167,0.277,0.309,0.266,0.28,66.0,0.4,-8.9,-2.3,-0.3,1.0,1.0,1
203,2022,CJ Abrams,2 Tms,90,302,2,33,21,7,0.017,0.166,0.077,0.291,0.246,0.28,0.324,0.267,0.266,72.0,0.6,-9.3,-4.1,-0.3,1.0,1.0,1
204,2022,Lenyn Sosa,CHW,11,36,1,3,1,0,0.028,0.333,0.114,0.136,0.114,0.139,0.229,0.161,0.239,-4.0,0.2,-4.0,-0.1,-0.3,,,0
205,2022,Chuckie Robinson,CIN,25,60,2,3,5,0,0.0,0.283,0.136,0.15,0.136,0.136,0.271,0.173,0.255,-1.0,0.1,-7.0,1.7,-0.3,,,0
206,2022,Esteury Ruiz,2 Tms,17,36,0,3,2,1,0.028,0.194,0.086,0.214,0.171,0.194,0.257,0.197,0.216,25.0,-0.5,-3.7,-0.8,-0.3,,,0
207,2022,Jeter Downs,BOS,14,41,1,4,4,0,0.024,0.512,0.103,0.278,0.154,0.171,0.256,0.184,0.153,7.0,0.4,-3.8,-0.8,-0.4,1.0,,1
208,2022,Richie Palacios,CLE,54,123,0,7,10,2,0.073,0.163,0.054,0.28,0.232,0.293,0.286,0.258,0.277,66.0,0.4,-4.3,-2.9,-0.4,,,0
209,2022,Michael Siani,CIN,9,24,0,1,0,0,0.0,0.292,0.0,0.235,0.167,0.167,0.167,0.147,0.164,-19.0,-0.4,-3.7,-0.9,-0.4,,,0
210,2022,Korey Lee,HOU,12,26,0,1,4,0,0.038,0.346,0.08,0.25,0.16,0.192,0.24,0.192,0.12,19.0,0.0,-2.4,-2.3,-0.4,,,0
211,2022,Tres Barrera,WSN,19,53,0,2,4,0,0.038,0.302,0.02,0.265,0.18,0.212,0.2,0.187,0.187,15.0,-0.3,-5.5,-0.4,-0.4,,,0
212,2022,Miguel Vargas,LAD,18,50,1,4,8,1,0.04,0.26,0.085,0.206,0.17,0.2,0.255,0.2,0.255,26.0,0.3,-4.0,-1.8,-0.4,,,0
213,2022,Heliot Ramos,SFG,9,22,0,4,0,0,0.091,0.273,0.0,0.143,0.1,0.182,0.1,0.143,0.294,-13.0,0.0,-2.9,-2.1,-0.4,1.0,,0
214,2022,Will Benson,CLE,28,61,0,8,3,0,0.049,0.311,0.018,0.278,0.182,0.25,0.2,0.212,0.224,34.0,0.1,-4.4,-1.7,-0.4,,,0
215,2022,Eddy Alvarez,LAD,14,27,0,1,3,1,0.0,0.333,0.0,0.235,0.16,0.154,0.16,0.136,0.179,-18.0,0.3,-3.4,-1.9,-0.5,,,0
216,2022,Hoy Park,PIT,23,60,2,7,6,1,0.067,0.25,0.157,0.25,0.216,0.276,0.373,0.282,0.269,77.0,0.4,-1.2,-5.3,-0.5,,,0
217,2022,Mickey Moniak,2 Tms,37,112,3,13,8,1,0.036,0.393,0.132,0.254,0.17,0.207,0.302,0.223,0.206,39.0,0.4,-7.5,-1.0,-0.5,1.0,1.0,1
218,2022,Tyler Nevin,BAL,58,184,2,17,16,0,0.109,0.25,0.064,0.259,0.197,0.299,0.261,0.261,0.293,69.0,-0.9,-7.2,-3.6,-0.5,,,0
219,2022,Cal Mitchell,PIT,69,232,5,21,17,3,0.078,0.224,0.123,0.276,0.226,0.286,0.349,0.281,0.292,77.0,0.6,-5.7,-7.7,-0.6,,,0
220,2022,David MacKinnon,2 Tms,22,57,0,2,6,0,0.105,0.298,0.0,0.206,0.14,0.228,0.14,0.181,0.259,10.0,0.0,-5.8,-1.5,-0.6,,,0
221,2022,Lucius Fox,WSN,10,28,0,2,2,1,0.036,0.321,0.0,0.125,0.08,0.115,0.08,0.094,0.182,-48.0,0.4,-4.4,-2.0,-0.6,,,0
222,2022,Vidal Bruján,TBR,52,162,3,13,16,5,0.074,0.228,0.095,0.193,0.163,0.228,0.259,0.22,0.233,42.0,-0.6,-11.2,0.6,-0.6,1.0,,1
223,2022,Bligh Madris,PIT,39,123,1,10,7,2,0.081,0.252,0.088,0.235,0.177,0.244,0.265,0.231,0.262,42.0,0.2,-8.0,-1.8,-0.6,,,0
224,2022,Kevin Padlo,3 Tms,13,34,0,0,3,0,0.029,0.294,0.03,0.174,0.121,0.147,0.152,0.135,0.174,-13.0,0.0,-4.7,-2.1,-0.6,,,0
225,2022,Donovan Walton,2 Tms,25,78,1,9,8,0,0.013,0.205,0.145,0.186,0.158,0.179,0.303,0.208,0.228,31.0,0.3,-5.9,-2.5,-0.6,,,0
226,2022,MJ Melendez,KCR,129,534,18,57,62,2,0.124,0.245,0.176,0.258,0.217,0.313,0.393,0.31,0.332,97.0,-1.5,-3.1,-20.4,-0.7,,,1
227,2022,Sheldon Neuse,OAK,89,293,4,25,26,6,0.068,0.273,0.074,0.289,0.214,0.273,0.288,0.253,0.254,65.0,0.8,-10.6,-5.6,-0.7,,,0
228,2022,Ernie Clement,2 Tms,70,179,0,19,6,0,0.061,0.145,0.025,0.217,0.184,0.243,0.209,0.209,0.277,32.0,-0.5,-14.1,0.9,-0.8,,,0
229,2022,Spencer Torkelson,DET,110,404,8,38,28,0,0.092,0.245,0.117,0.255,0.203,0.285,0.319,0.272,0.302,76.0,-1.7,-12.7,-8.0,-0.8,1.0,1.0,1
230,2022,Cristian Pache,OAK,91,260,3,18,18,2,0.058,0.269,0.075,0.22,0.166,0.218,0.241,0.207,0.259,33.0,-0.4,-20.0,3.8,-0.8,1.0,1.0,1
231,2022,Jermaine Palacios,MIN,30,77,2,8,6,0,0.052,0.351,0.086,0.186,0.143,0.184,0.229,0.184,0.237,13.0,0.2,-7.3,-3.3,-0.9,,,0
232,2022,Seth Beer,ARI,38,126,1,4,9,0,0.087,0.246,0.054,0.25,0.189,0.278,0.243,0.239,0.276,49.0,-1.5,-8.9,-3.9,-0.9,,,0
233,2022,Cooper Hummel,ARI,66,201,3,20,17,4,0.114,0.318,0.131,0.255,0.176,0.274,0.307,0.262,0.292,65.0,0.5,-7.7,-8.2,-0.9,,,0
234,2022,Riley Adams,WSN,48,155,5,14,10,0,0.077,0.297,0.134,0.22,0.176,0.245,0.31,0.249,0.274,58.0,-0.7,-8.3,-6.2,-1.0,,,0
235,2022,Michael Papierski,2 Tms,39,103,1,7,4,0,0.097,0.252,0.044,0.188,0.143,0.228,0.187,0.197,0.217,17.0,-0.3,-10.3,-2.6,-1.0,,,0
236,2022,Jose Barrero,CIN,48,174,2,13,10,4,0.052,0.437,0.055,0.264,0.152,0.195,0.206,0.183,0.18,6.0,0.5,-18.5,0.6,-1.3,,,0
1,2023,Corbin Carroll,ARI,155,645,25,116,76,54,0.088,0.194,0.221,0.325,0.285,0.362,0.506,0.37,0.344,132.0,12.3,37.9,-6.1,5.4,1.0,1.0,1
2,2023,Gunnar Henderson,BAL,150,622,28,100,82,10,0.09,0.256,0.234,0.306,0.255,0.325,0.489,0.346,0.346,123.0,5.8,23.0,3.3,4.7,,,1
3,2023,James Outman,LAD,151,567,23,86,70,16,0.12,0.319,0.188,0.343,0.248,0.353,0.437,0.344,0.325,118.0,3.4,16.1,4.5,4.0,,,0
4,2023,Nolan Jones,COL,106,424,20,60,62,20,0.125,0.297,0.245,0.401,0.297,0.389,0.542,0.395,0.362,137.0,2.1,21.6,1.6,3.8,1.0,,0
5,2023,Matt McLain,CIN,89,403,16,65,50,14,0.077,0.285,0.216,0.385,0.29,0.357,0.507,0.37,0.332,127.0,0.4,14.0,3.7,3.1,,,1
6,2023,Francisco Alvarez,NYM,123,423,25,51,63,2,0.08,0.26,0.228,0.222,0.209,0.284,0.437,0.31,0.305,97.0,-2.8,-4.5,20.2,3.0,1.0,1.0,1
7,2023,Edouard Julien,MIN,109,408,16,60,37,3,0.157,0.314,0.195,0.371,0.263,0.381,0.459,0.366,0.345,135.0,-1.2,16.0,-2.3,2.8,,,0
8,2023,Josh Jung,TEX,122,515,23,75,70,1,0.058,0.293,0.201,0.34,0.266,0.315,0.467,0.334,0.337,112.0,-3.4,4.2,5.3,2.7,1.0,,1
9,2023,Zack Gelof,OAK,69,300,14,40,32,14,0.087,0.273,0.237,0.331,0.267,0.337,0.504,0.357,0.333,132.0,2.2,13.8,3.1,2.7,,,0
10,2023,Patrick Bailey,SFG,97,353,7,29,48,1,0.059,0.283,0.126,0.314,0.233,0.285,0.359,0.282,0.313,76.0,-0.3,-10.6,25.4,2.7,,,0
11,2023,Luke Raley,TBR,118,406,19,56,49,14,0.069,0.315,0.241,0.33,0.249,0.333,0.49,0.353,0.327,129.0,2.0,16.2,-5.3,2.5,,,0
12,2023,Yainer Diaz,HOU,104,377,23,51,60,0,0.029,0.196,0.256,0.292,0.282,0.308,0.538,0.354,0.357,127.0,-1.7,10.7,1.2,2.5,,,0
13,2023,Royce Lewis,MIN,58,239,15,36,52,6,0.084,0.23,0.24,0.354,0.309,0.372,0.548,0.393,0.351,154.0,-0.4,15.0,0.1,2.3,1.0,1.0,1
14,2023,Gabriel Moreno,ARI,111,380,7,33,50,6,0.076,0.197,0.123,0.338,0.284,0.339,0.408,0.325,0.314,102.0,-2.6,-1.9,11.8,2.3,1.0,1.0,1
15,2023,Kerry Carpenter,DET,118,459,20,57,64,6,0.07,0.251,0.194,0.338,0.278,0.34,0.471,0.347,0.336,123.0,0.1,12.5,-7.2,2.1,,,0
16,2023,Ryan Noda,OAK,128,495,16,63,54,3,0.156,0.343,0.177,0.347,0.229,0.364,0.406,0.342,0.334,122.0,0.5,13.3,-9.3,2.1,,,0
17,2023,Bo Naylor,CLE,67,230,11,33,32,5,0.13,0.23,0.232,0.267,0.237,0.339,0.47,0.347,0.309,122.0,1.7,7.9,5.0,2.1,,,1
18,2023,Maikel Garcia,KCR,123,515,4,59,50,23,0.074,0.223,0.086,0.344,0.272,0.323,0.358,0.299,0.319,83.0,1.3,-8.9,12.0,2.1,,,0
19,2023,Davis Schneider,TOR,35,141,8,23,20,1,0.149,0.305,0.328,0.369,0.276,0.404,0.603,0.424,0.355,176.0,-0.3,12.5,1.8,1.9,,,0
20,2023,Will Benson,CIN,108,329,11,51,31,19,0.122,0.313,0.223,0.391,0.275,0.365,0.498,0.369,0.321,127.0,1.8,12.6,-4.6,1.9,,,0
21,2023,Spencer Steer,CIN,156,665,23,74,86,15,0.102,0.209,0.192,0.318,0.271,0.356,0.464,0.355,0.333,117.0,-0.5,13.4,-17.2,1.9,,,1
22,2023,José Caballero,SEA,104,280,4,37,26,26,0.1,0.236,0.1,0.285,0.221,0.343,0.32,0.305,0.299,98.0,3.0,2.4,6.7,1.9,,,0
23,2023,Freddy Fermin,KCR,70,235,9,26,32,0,0.055,0.213,0.18,0.323,0.281,0.321,0.461,0.333,0.333,107.0,-0.2,1.8,8.6,1.8,,,0
24,2023,Anthony Volpe,NYY,159,601,21,62,60,24,0.087,0.278,0.174,0.259,0.209,0.283,0.383,0.29,0.308,82.0,3.4,-9.6,7.4,1.8,1.0,1.0,1
25,2023,Elly De La Cruz,CIN,98,427,13,67,44,35,0.082,0.337,0.175,0.336,0.235,0.3,0.41,0.305,0.303,83.0,6.6,-2.3,5.9,1.8,,,1
26,2023,Ezequiel Tovar,COL,153,615,15,79,73,11,0.041,0.27,0.155,0.328,0.253,0.287,0.408,0.298,0.291,72.0,-0.8,-21.8,18.0,1.7,,,1
27,2023,Triston Casas,BOS,132,502,24,66,65,0,0.139,0.251,0.226,0.317,0.263,0.367,0.49,0.367,0.37,130.0,-3.0,14.8,-15.2,1.7,1.0,1.0,1
28,2023,Matt Wallner,MIN,76,254,14,42,41,2,0.11,0.315,0.258,0.328,0.249,0.37,0.507,0.377,0.374,143.0,0.3,13.3,-5.8,1.6,,,0
29,2023,Jared Triolo,PIT,54,209,3,30,21,6,0.115,0.301,0.099,0.44,0.298,0.388,0.398,0.35,0.324,118.0,0.3,4.9,3.3,1.5,,,0
30,2023,Johan Rojas,PHI,59,164,2,24,23,14,0.03,0.256,0.128,0.41,0.302,0.342,0.43,0.335,0.267,110.0,3.3,5.2,4.0,1.5,,,0
31,2023,Stone Garrett,WSN,89,271,9,40,40,3,0.096,0.303,0.188,0.365,0.269,0.343,0.457,0.344,0.345,116.0,0.6,6.0,-2.0,1.3,,,0
32,2023,Esteury Ruiz,OAK,132,497,5,47,47,67,0.04,0.199,0.091,0.315,0.254,0.309,0.345,0.29,0.271,85.0,8.3,-0.4,-4.3,1.2,,,0
33,2023,Evan Carter,TEX,23,75,5,15,12,3,0.16,0.32,0.339,0.412,0.306,0.413,0.645,0.435,0.341,182.0,0.0,7.4,2.0,1.2,,,1
34,2023,Dairon Blanco,KCR,69,138,3,19,18,24,0.072,0.239,0.194,0.33,0.258,0.324,0.452,0.333,0.304,107.0,2.9,4.1,2.5,1.1,,,0
35,2023,Sal Frelick,MIL,57,223,3,29,24,7,0.126,0.166,0.105,0.286,0.246,0.341,0.351,0.309,0.296,93.0,1.1,-0.9,4.6,1.1,,,0
36,2023,Zach Neto,LAA,84,329,9,38,34,5,0.061,0.234,0.152,0.272,0.225,0.308,0.377,0.302,0.312,88.0,0.0,-4.6,4.4,1.1,,,0
37,2023,Joey Wiemer,MIL,132,410,13,48,42,11,0.088,0.283,0.158,0.258,0.204,0.283,0.362,0.284,0.289,75.0,0.6,-11.9,8.9,1.1,,,0
38,2023,Luis Campusano,SDP,49,174,7,27,30,0,0.04,0.121,0.172,0.331,0.319,0.356,0.491,0.364,0.353,133.0,-1.8,5.4,-0.8,1.0,1.0,,1
39,2023,Blake Perkins,MIL,67,168,4,28,20,5,0.137,0.274,0.133,0.29,0.217,0.325,0.35,0.303,0.279,89.0,0.8,-1.6,6.2,1.0,,,0
40,2023,Jordan Westburg,BAL,68,228,3,26,23,4,0.07,0.246,0.144,0.336,0.26,0.311,0.404,0.309,0.315,97.0,0.9,0.2,2.1,1.0,,,0
41,2023,Parker Meadows,DET,37,145,3,19,13,8,0.117,0.255,0.136,0.302,0.232,0.331,0.368,0.308,0.325,95.0,1.9,1.1,3.6,1.0,,,0
42,2023,Jordan Walker,STL,117,465,16,51,51,7,0.08,0.224,0.169,0.331,0.276,0.342,0.445,0.341,0.332,116.0,-0.1,8.9,-15.2,1.0,,,1
43,2023,Cade Marlowe,SEA,34,100,3,14,11,4,0.12,0.33,0.182,0.346,0.239,0.33,0.42,0.327,0.274,114.0,0.9,2.5,3.0,0.9,,,0
44,2023,Jacob Young,WSN,33,121,0,9,12,13,0.083,0.182,0.084,0.318,0.252,0.322,0.336,0.294,0.279,83.0,3.7,1.2,3.5,0.9,,,0
45,2023,Stuart Fairchild,CIN,97,255,5,34,28,10,0.098,0.271,0.16,0.306,0.228,0.321,0.388,0.312,0.314,88.0,1.9,-1.8,1.3,0.8,,,0
46,2023,Drew Waters,KCR,98,337,8,40,32,16,0.08,0.318,0.149,0.321,0.228,0.3,0.377,0.296,0.313,81.0,1.2,-6.4,2.9,0.8,1.0,,1
47,2023,Miguel Amaya,CHC,53,156,5,17,18,0,0.077,0.256,0.145,0.264,0.214,0.329,0.359,0.31,0.332,96.0,-0.3,-1.0,2.7,0.7,1.0,,0
48,2023,Christian Encarnacion-St...,CIN,63,241,13,29,37,2,0.058,0.286,0.207,0.336,0.27,0.328,0.477,0.346,0.346,111.0,0.0,3.3,-4.8,0.7,,,0
49,2023,Wilyer Abreu,BOS,28,85,2,10,14,3,0.106,0.271,0.158,0.431,0.316,0.388,0.474,0.375,0.357,135.0,-0.3,3.2,0.2,0.6,,,0
