mlb_id,fielding_runs,Month,Year,innings,CompDate
461858,-1.0,08,2017,99.5,2017-08-31
621471,0.0,08,2017,121.165,2017-08-31
543685,2.0,08,2017,211.38833333333332,2017-08-31
506703,0.0,08,2017,48.11000000000001,2017-08-31
467793,1.0,08,2017,213.11166666666668,2017-08-31
656941,-2.0,08,2017,138.0,2017-08-31
608369,1.0,08,2017,193.66666666666666,2017-08-31
642086,-1.0,08,2017,189.0,2017-08-31
605480,0.0,08,2017,152.3325,2017-08-31
500208,0.0,08,2017,205.13400000000001,2017-08-31
519333,0.0,08,2017,86.134,2017-08-31
621035,1.0,08,2017,183.66666666666666,2017-08-31
457759,0.0,08,2017,166.66666666666666,2017-08-31
607208,0.0,08,2017,169.334,2017-08-31
435522,2.0,08,2017,148.38833333333335,2017-08-31
475582,-1.0,08,2017,193.66666666666666,2017-08-31
605137,0.0,06,2017,197.72166666666666,2017-06-30
641355,-2.0,06,2017,223.0,2017-06-30
134181,2.0,06,2017,184.11,2017-06-30
453923,1.0,06,2017,98.8,2017-06-30
608324,2.0,06,2017,219.38833333333332,2017-06-30
408234,0.0,06,2017,156.38833333333335,2017-06-30
434658,0.0,06,2017,152.534,2017-06-30
518614,-1.0,06,2017,125.445,2017-06-30
435622,-1.0,06,2017,190.5825,2017-06-30
502481,-1.0,06,2017,175.866,2017-06-30
523253,0.0,06,2017,150.83333333333334,2017-06-30
608336,-1.0,06,2017,198.33333333333334,2017-06-30
594824,0.0,06,2017,89.5,2017-06-30
544725,0.0,06,2017,167.75,2017-06-30
544369,-1.0,06,2017,195.77833333333334,2017-06-30
460576,-1.0,06,2017,143.72166666666666,2017-06-30
592387,-3.0,06,2017,94.555,2017-06-30
628338,1.0,06,2017,156.16666666666666,2017-06-30
571771,0.0,06,2017,113.77833333333332,2017-06-30
543305,1.0,06,2017,137.934,2017-06-30
430945,-1.0,06,2017,211.16666666666666,2017-06-30
592450,1.0,06,2017,206.44500000000002,2017-06-30
571841,-1.0,06,2017,75.335,2017-06-30
435062,0.0,06,2017,125.4,2017-06-30
595281,0.0,06,2017,165.934,2017-06-30
543401,-2.0,06,2017,115.27833333333332,2017-06-30
518902,1.0,06,2017,47.0,2017-06-30
501571,0.0,06,2017,113.33399999999999,2017-06-30
518934,5.0,06,2017,217.0,2017-06-30
519048,1.0,06,2017,195.16666666666666,2017-06-30
489149,0.0,06,2017,179.61166666666668,2017-06-30
607680,0.0,06,2017,223.88833333333332,2017-06-30
570256,0.0,06,2017,137.27833333333334,2017-06-30
541650,1.0,06,2017,156.11166666666665,2017-06-30
608070,3.0,06,2017,219.0,2017-06-30
408314,1.0,06,2017,187.16666666666666,2017-06-30
595375,-1.0,06,2017,140.3325,2017-06-30
461865,1.0,06,2017,125.445,2017-06-30
542454,1.0,06,2017,64.8,2017-06-30
475253,-1.0,06,2017,216.88833333333332,2017-06-30
500208,1.0,06,2017,205.13400000000001,2017-06-30
452655,-2.0,06,2017,173.22166666666666,2017-06-30
570560,2.0,06,2017,174.38833333333332,2017-06-30
519346,-1.0,06,2017,171.22166666666666,2017-06-30
453064,-1.0,06,2017,140.5,2017-06-30
450314,-1.0,06,2017,152.61166666666665,2017-06-30
598265,4.0,04,2017,200.72166666666666,2017-04-30
572821,0.0,04,2017,218.5,2017-04-30
592273,1.0,04,2017,159.0,2017-04-30
594807,1.0,04,2017,214.05499999999998,2017-04-30
624428,-1.0,04,2017,138.66666666666666,2017-04-30
520471,2.0,04,2017,228.33333333333334,2017-04-30
572365,1.0,04,2017,179.27833333333334,2017-04-30
547180,-1.0,04,2017,156.33333333333334,2017-04-30
628338,1.0,04,2017,156.16666666666666,2017-04-30
571771,0.0,04,2017,113.77833333333332,2017-04-30
543308,1.0,04,2017,59.266,2017-04-30
543333,2.0,04,2017,223.0,2017-04-30
461314,0.0,04,2017,141.945,2017-04-30
